,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
31,MS Kasprowicz (AUS),2005-2005,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
32,SM Katich (AUS),2005-2006,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
33,Z Khan (INDIA),2006-2012,17,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,
34,Khurram Khan (UAE),2014-2014,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
35,M Klinger (AUS),2017-2017,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
36,HGJM Kulatunga (SL),2008-2008,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
37,JS Kundi (KENYA),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
38,A Lark (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
39,LC Le Tissier (GUE),2019-2019,9,9,2,2,0,0,2,2 (2ct 0st),0.222,
40,JB Little (IRE),2016-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
41,MF Maharoof (SL),2006-2016,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
42,NA Maiolo (ITA),2019-2019,8,7,2,2,0,0,2,1 (1ct 0st),0.285,
43,DJ Malan (ENG),2017-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
44,JN Malan (SA),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
45,A Manousis (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
46,Mansoor Amjad (PAK),2008-2008,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
47,A Martin (WI),2011-2011,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
48,SW Masakadza (ZIM),2010-2013,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
49,WT Mashinge (ZIM),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
0,NO Miller (WI),2009-2014,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
1,SF Mire (ZIM),2018-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
2,Mohammad Ghazanfar (HKG),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
3,Mohammad Naim (BDESH),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
4,Mohammad Salman (PAK),2011-2011,1,1,2,1,1,1,0,2 (1ct 1st),2.0,
5,Mohammed Asghar (KUW),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
6,Mohammed Nurji (MWI),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
7,RS Morton (WI),2006-2010,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
8,Muhammad Kashif (KUW),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
9,Muhammad Nadeem (Saudi),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
10,RG Mukasa (UGA),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
11,Mukhtar Ahmed (PAK),2015-2015,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
12,J Mulder (IRE),2016-2017,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
13,G Murali (CRC),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,
14,Murid Ekrami (Belg),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
15,TK Musakanda (ZIM),2018-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
16,LA Musiani (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
17,CT Mutombodzi (ZIM),2013-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
18,B Muzarabani (ZIM),2018-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
19,Naeem Islam (BDESH),2008-2013,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
20,Nanda Kumar (CRC),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
21,N Nankov (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
22,Naved-ul-Hasan (PAK),2006-2010,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
23,Nawazish Jezuli (Saudi),2019-2019,1,1,2,2,0,2,0,2 (2ct 0st),2.0,
24,Najmul Hossain Shanto (BDESH),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
25,Nazmul Islam (BDESH),2018-2018,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
26,Nazwan Ismail (Mald),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
27,P Negi (INDIA),2016-2016,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
28,K Nestor (GIBR),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
29,G Nikitas (),2019-2019,2,2,2,0,2,0,0,2 (0ct 2st),1.0,
30,Noor Momand (Belg),2019-2019,2,2,2,2,0,2,0,1 (1ct 0st),1.0,
31,F Nsubuga (UGA),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
32,M Ntini (SA),2005-2011,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
33,GH O'Brien (BMUDA),2008-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
34,SA Okpe (NGA),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
35,LN Oluoch (KENYA),2013-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
36,AA Onikoyi (NGA),2019-2019,9,9,2,2,0,2,0,1 (1ct 0st),0.222,
37,E Otieno (KENYA),2012-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
38,KO Otieno (KENYA),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
39,HC Overdijk (NL),2018-2019,4,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
40,AM Oyede (NGA),2019-2019,8,8,2,2,0,0,2,2 (2ct 0st),0.25,
41,T Panyangara (ZIM),2013-2016,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
42,AE Paraam (SGP),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
43,SD Parry (ENG),2014-2015,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
44,IK Pathan (INDIA),2006-2012,24,23,2,2,0,0,2,1 (1ct 0st),0.086,
45,KMA Paul (WI),2018-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
46,T Perera (Botsw),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
47,JE Pitcher (BMUDA),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
48,OL Pitcher (BMUDA),2008-2008,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
49,SM Pollock (SA),2005-2008,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
0,NS Poonia (SCOT),2007-2010,8,7,2,2,0,0,2,1 (1ct 0st),0.285,
1,A Poulose (OMAN),2017-2017,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
2,DBL Powell (WI),2007-2007,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
3,AD Poynter (IRE),2012-2016,19,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,
4,A Pusthay (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
5,Qadeer Ahmed (UAE),2015-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
6,Raees Ahmadzai (AFG),2010-2010,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
7,Raag Kapur (HKG),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
8,S Rakshit (CZK-R),2019-2019,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
9,R Rampaul (WI),2007-2015,23,23,2,2,0,0,2,1 (1ct 0st),0.086,
10,Raza-ur-Rehman (CAN),2012-2013,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
11,Raza Hasan (PAK),2012-2014,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
12,DJ Reekers (NL),2008-2009,6,5,2,2,0,0,2,1 (1ct 0st),0.4,
13,GA Reynold (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
14,LH Rodrigues (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
15,R Rohan (SGP),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
16,S Rossi (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
17,Saber Zakhil (Belg),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
18,S Saeed (Mald),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
19,Sagar Pun (NEPAL),2014-2015,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
20,Sahibzada Farhan (PAK),2018-2018,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
21,J Salazar (Peru),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
22,Saqib Zulfiqar (NL),2018-2019,6,6,2,2,0,0,2,2 (2ct 0st),0.33299999999999996,
23,A Sathya (Mex),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
24,V Sehwag (INDIA),2006-2012,19,18,2,2,0,0,2,1 (1ct 0st),0.111,
25,Shaikh Ashraf (Peru),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
26,Shakeel Ansar (PAK),2012-2012,2,2,2,1,1,1,0,2 (1ct 1st),1.0,
27,PH Shamdasani (Peru),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
28,Shamsur Rahman (BDESH),2013-2014,9,8,2,2,0,0,2,1 (1ct 0st),0.25,
29,V Shankar (INDIA),2018-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
30,Shoaib Akhtar (PAK),2006-2010,15,15,2,2,0,0,2,1 (1ct 0st),0.133,
31,Shoaib Ali (Saudi),2019-2019,5,5,2,2,0,0,2,2 (2ct 0st),0.4,
32,Shoaib Qureshi (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
33,Sidhant Singh (SGP),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
34,RP Singh (INDIA),2007-2009,10,9,2,2,0,0,2,1 (1ct 0st),0.222,
35,L Sipamla (SA),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
36,S Smith (BMUDA),2019-2019,5,5,2,2,0,2,0,1 (1ct 0st),0.4,
37,S Snater (NL),2018-2019,13,12,2,2,0,0,2,1 (1ct 0st),0.166,
38,Sohag Gazi (BDESH),2012-2015,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
39,CA Soper (PNG),2015-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
40,S Sreesanth (INDIA),2006-2008,10,9,2,2,0,0,2,2 (2ct 0st),0.222,
41,H Srinivasan (GER),2019-2019,1,1,2,1,1,1,0,2 (1ct 1st),2.0,
42,JH Stander (SCOT),2009-2012,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
43,F Stoman (PORT),2019-2019,4,4,2,1,1,1,0,2 (1ct 1st),0.5,
44,DC Stovell (BMUDA),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
45,GM Strydom (Caym),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
46,JTS Sumerauer (JER),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
47,K Suttisan (THAI),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
48,Syed Aziz (MAL),2019-2019,14,13,2,2,0,0,2,1 (1ct 0st),0.153,
49,Tahir Dar (BAH),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
0,Tauqeer Hussain (ESP),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
1,WU Tharanga (SL),2006-2018,26,26,2,2,0,0,2,1 (1ct 0st),0.076,
2,J Theron (SA),2010-2012,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
3,RA Thomas (CAN),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
4,GJ Thompson (IRE),2016-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
5,T Thushara (SL),2008-2010,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
6,DT Tiripano (ZIM),2016-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
7,MK Tiwary (INDIA),2011-2012,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
8,JC Tredwell (ENG),2012-2014,17,16,2,2,0,0,2,1 (1ct 0st),0.125,
9,ME Trescothick (ENG),2005-2006,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
10,T Tshose (Botsw),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
11,E Ul Haq (NOR),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
12,Umar Adam (Mald),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
13,RV Uthappa (INDIA),2007-2015,13,12,2,2,0,1,1,1 (1ct 0st),0.166,
14,R van der Merwe (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
15,S Vashisht (ROM),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
16,Vichanath Singh (THAI),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
17,Vinod Kumar (ESP),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
18,BV Vitori (ZIM),2012-2016,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
19,Waheed Ahmed (UAE),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
20,SR Welsh (CAN),2008-2008,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
21,AR White (IRE),2008-2012,18,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,
22,CG Williams (NAM),2019-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
23,OR Willis (Caym),2019-2019,3,3,2,1,1,0,1,1 (1ct 0st),0.6659999999999999,
24,C Wright (Caym),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
25,Yasar Haroon (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
26,Yusuf Ebrahim (PNM),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
27,Zahoor Khan (UAE),2017-2019,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
28,C Zhuwao (ZIM),2008-2018,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
29,Zishan Shah (DEN),2019-2019,6,4,2,2,0,0,2,1 (1ct 0st),0.5,
30,B Zuiderent (NL),2009-2010,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
31,M Abdulla (MWI),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
32,Abdul Shakoor (UAE),2015-2019,6,6,1,0,1,0,0,1 (0ct 1st),0.166,
33,Abdul Wahid (Saudi),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
34,Abraash Khan (CAN),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
35,Abrar Bilal (Aut),2019-2019,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,
36,Abu Jayed (BDESH),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
37,AR Adams (NZ),2005-2006,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
38,VD Adewoye (NGA),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
39,Afsar Zazai (AFG),2013-2013,1,1,1,0,1,0,0,1 (0ct 1st),1.0,
40,GJ Agius (MALTA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
41,P Agnihotri (NOR),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
42,SA Ahmad (DEN),2019-2019,5,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
43,Ahmed Hassan (Mald),2019-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
44,GW Aldridge (NZ),2011-2011,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
45,Amir Ali (OMAN),2015-2016,10,9,1,1,0,0,1,1 (1ct 0st),0.111,
46,Amjad Ali (UAE),2014-2015,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
47,Anam Mollik (ITA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
48,Anasim Khan (BAH),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
49,Aqib Iqbal (Aut),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
0,S Arachchige (ITA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
1,Arafat Sunny (BDESH),2014-2016,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
2,Aritra Dutta (SGP),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
3,P Arora (Mex),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,U Aryaman Sunil (SGP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
5,Ashiqullah Said (Belg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
6,A Ashokan (CZK-R),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
7,Aslam Mohammad (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
8,SK Atai (PNG),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
9,V Ateak (Ghana),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
10,Atif Kamal (LUX),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
11,MS Aulakh (CAN),2012-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
12,Avi Dixit (SGP),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
13,Awais Malik (QAT),2019-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
14,MO Bacarese (GIBR),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
15,KS Bagabena (Ghana),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
16,JD Baker (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
17,G Bakiweyem (Ghana),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
18,WD Balaji Rao (CAN),2008-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
19,Baljit Singh (ITA),2019-2019,8,7,1,1,0,0,1,1 (1ct 0st),0.142,
20,JT Ball (ENG),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
21,CT Bancroft (AUS),2016-2016,1,1,1,1,0,1,0,1 (1ct 0st),1.0,
22,HMCM Bandara (SL),2006-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
23,S Bantzas (),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
24,AB Barath (WI),2010-2011,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
25,J Barker (LUX),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
26,P Baron (Arg),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
27,OO Bascome (BMUDA),2008-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
28,T Bavuma (SA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
29,RL Bhudia (KENYA),2007-2007,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
30,SR Bhudia (KENYA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
31,Bilawal Bhatti (PAK),2013-2015,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
32,TR Birt (AUS),2010-2012,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
33,D Bishoo (WI),2011-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
34,JAR Blain (SCOT),2007-2008,6,5,1,1,0,0,1,1 (1ct 0st),0.2,
35,TA Blundell (NZ),2017-2018,3,3,1,1,0,1,0,1 (1ct 0st),0.33299999999999996,
36,SM Boland (AUS),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
37,SG Borthwick (ENG),2011-2011,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
38,LE Bosman (SA),2006-2010,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
39,IDR Bradshaw (WI),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
40,DR Briggs (ENG),2012-2014,7,6,1,1,0,0,1,1 (1ct 0st),0.166,
41,N Buckle (GUE),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
42,J Bulele (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,
43,DE Burgess (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
44,DK Butler (WI),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
45,CL Cairns (NZ),2005-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
46,JD Campbell (WI),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
47,RJ Campbell (HKG),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
48,MA Carberry (ENG),2014-2014,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
49,NM Carter (SCOT),2013-2013,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
0,P Chandran (Mex),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
1,N Chejay (BHU),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
2,TS Chisoro (ZIM),2015-2018,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
3,AN Cook (ENG),2007-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
4,J Cutinho (CRC),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
5,DK Dahyabhai Ahir (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
6,JWM Dalrymple (ENG),2006-2007,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
7,H Dandapani (Fin),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
8,K Dasan (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
9,AS Dean (CAN),2008-2013,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
10,M de Lange (SA),2012-2015,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
11,CJ Delany (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
12,SI de Saram (SL),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
13,PC de Silva (SL),2017-2017,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
14,Dhiman Ghosh (BDESH),2008-2008,1,1,1,0,1,0,0,1 (0ct 1st),1.0,
15,AB Dinda (INDIA),2009-2012,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
16,LA Dunbar (Serb),2019-2019,2,2,1,1,0,1,0,1 (1ct 0st),0.5,
17,AB Dursak (TKY),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
18,G Dutta (Mex),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
19,J Edness (BMUDA),2008-2008,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,
20,RMS Eranga (SL),2012-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
21,L Evile (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
22,M Faheem (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
23,Faisal Khan (Saudi),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
24,Fareed Ahmad (AFG),2016-2019,14,14,1,1,0,0,1,1 (1ct 0st),0.071,
25,Farhan Ahmed (UAE),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
26,Fayyaz Ahmed (UAE),2015-2015,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
27,CJ Ferguson (AUS),2009-2009,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
28,SE Findlay (WI),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
29,JA Fitzgerald (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
30,BT Foakes (ENG),2019-2019,1,1,1,1,0,1,0,1 (1ct 0st),1.0,
31,CR Foggo (BMUDA),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
32,TS Fray (BMUDA),2019-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
33,C Fry (LUX),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
34,R Frylinck (SA),2017-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
35,ST Gabriel (WI),2013-2013,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
36,WT Gavera (PNG),2015-2017,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
37,Gershon Yusuf (NGA),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
38,MR Gillespie (NZ),2006-2008,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
39,R Goodwin (PHI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
40,JOA Gordon (CAN),2013-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
41,TG Gordon (CAN),2012-2012,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
42,K Gore (USA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
43,H Gori (CZK-R),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
44,S Goud (CZK-R),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
45,AM Guruge (UAE),2014-2015,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
46,Hafez Farooq (Peru),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
47,OJ Hairs (SCOT),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
48,Hamza Dar (ESP),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
49,SJ Harmison (ENG),2005-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
0,NM Hauritz (AUS),2009-2009,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
1,ML Hayden (AUS),2005-2007,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
2,JR Hazlewood (AUS),2013-2016,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
3,MJ Henry (NZ),2014-2017,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
4,WW Hinds (WI),2006-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
5,GB Hogg (AUS),2006-2014,15,15,1,1,0,0,1,1 (1ct 0st),0.066,
6,Z Hoque (THAI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
7,JM How (NZ),2007-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
8,MG Hunter (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
